set_num,name,ebay_list_eur,ebay_coupon_eur,ebay_best_eur,ebay_sold,ebay_url
30390,Jurassic World 30390 Dinosaur Market 30er BOX,105.0,,105.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=30390
40779,Promotional 40779 Jahr des Pferdes,14.99,,14.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40779
75420,Star Wars 75420 SMART Play: Lukes Landspeeder,39.99,,39.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75420
42171,Technic 42171 Mercedes-AMG F1 W14 E Performance,191.0,,191.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42171
76456,Harry Potter 76456 Adventskalender 2025,34.99,,34.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76456
76470,Harry Potter 76470 Fliegender Ford Anglia,79.99,,79.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76470
42167,Technic 42167 Mack LR Electric Müllwagen,34.99,,34.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42167
75436,Star Wars 75436 Mandalorianer und Grogu Speeder Bike,14.99,,14.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75436
76970,Jurassic World 76970 Babydinosaurier Dolores: Aquilops,24.99,,24.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76970
60474,City 60474 F1 Startaufstellung VCARB & Sauber,39.99,,39.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60474
11509,Icons 11509 Blühender Kaktus,29.99,,29.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11509
42146,Technic 42146 Liebherr LR 13000 Raupenkran,679.99,652.79,652.79,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42146
40669,Super Heroes 40669 Iron Man MK5,14.99,,14.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40669
76433,Harry Potter 76433 Zaubertrankpflanze: Alraune,64.99,,64.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76433
5007906,5007906 Hermine Granger Schlüsselleuchte,19.99,,19.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=5007906
40763,Creator 40763 Weltkindertag-Teddy,25.0,,25.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40763
42224,Technic 42224 Porsche 911 GT3 R REXY AO Racing,139.99,,139.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42224
40359,40359 Bilderrahmen,18.99,,18.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40359
60422,City 60422 Hafen mit Frachtschiff,109.99,,109.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60422
40675,BrickHeadz 40675 Klon Commander Cody,14.99,,14.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40675
71858,Ninjago 71858 15-Jubiläum Vier-Waffen-Schmiede,99.99,,99.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=71858
11501,Botanicals 11501 Tulpenstrauß,59.99,,59.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11501
40548,BrickHeadz 40548 Hommage an die Spice Girls EOL,35.0,,35.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40548
60478,City 60478 Betonmischer,39.99,,39.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60478
40711,40711 Igel und ihr Picknick-Date,19.99,,19.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40711
76969,Jurassic World 76969 Dino-Fossilien: Triceratops-Schädel,44.99,,44.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76969
80103,80103 Drachenbootrennen,69.0,,69.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80103
40796,BrickHeadz 40796 Helden und Bösewichte Rache der Sith,55.0,,55.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40796
40885,Creator 40885 Entenfamilie,39.0,,39.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40885
60367,City 60367 Passagierflugzeug,99.99,,99.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60367
10291,Creator Expert 10291 Queer Eye Loft der Fab 5,89.99,86.39,86.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10291
80013,Monkie Kid 80013 Geheime Teambasis,219.99,,219.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80013
75440,Star Wars 75440 AT-AT,64.99,,64.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75440
40798,BrickHeadz 40798 Roter Panda Mei,14.99,,14.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40798
40676,BrickHeadz 40676 Die dunkle Bedrohung,50.0,,50.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40676
60499,City 60499 Flughafenlöschfahrzeug,69.99,,69.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60499
42165,Technic 42165 Mercedes-AMG F1 W14 Pull-Back,29.99,,29.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42165
75443,Star Wars 75443 Grogus Zuhause,19.99,,19.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75443
42096,Technic 42096 Porsche 911 RSR,199.99,191.99,191.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42096
42121,Technic 42121 Hydraulikbagger EOL,139.99,,139.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42121
40682,40682 Frühlingsgartenhaus,19.99,,19.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40682
75422,Star Wars 75422 SMART Play: Jedi-Training Yodas Hütte,69.99,,69.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75422
40547,BrickHeadz 40547 Obi-Wan Kenobi & Darth Vader EOL,29.99,,29.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40547
71847,Ninjago 71847 Der Wächterdrache,149.99,,149.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=71847
21279,Minecraft 21279 Der Enderman-Turm,99.99,,99.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21279
10347,Icons 10347 Kleiner Sommerstrauß,29.99,,29.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10347
60479,City 60479 Gefangenentransporter,24.99,,24.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60479
40622,BrickHeadz 40622 100-jähriges Disney Jubiläum,39.99,,39.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40622
5007907,5007907 Ron Weasley Schlüsselleuchte,19.99,,19.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=5007907
75452,Star Wars 75452 Astromech-Droide BB-8,89.99,,89.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75452
76972,Jurassic World 76972 Raptor: Verfolgungsjagd Geländewagen,34.99,,34.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76972
42602,Friends 42602 Fahrzeug zur Weltraumforschung,59.99,,59.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42602
60505,"City 60505 Flugzeug, Wartungsfahrzeug, Luftkissenboot",69.99,,69.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60505
75448,Star Wars 75448 Klon-Schocktruppen Mech,19.99,,19.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75448
31174,Creator 31174 Retro-Telefon,29.99,,29.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=31174
30683,Speed Champions 30683 McLaren Formel-1 30er Box,105.0,,105.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=30683
31168,Creator 31168 Ritterburg im Mittelalter,109.99,,109.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=31168
76459,Harry Potter 76459 Hagrids und Harrys Flucht Ligusterweg,24.99,,24.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76459
75441,Star Wars 75441 Angriffskreuzer der Venator-Klasse,79.99,,79.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75441
76461,Harry Potter 76461 Wichtel,34.99,,34.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76461
75367,Star Wars 75367 Venator-Klasse Angriffskreuzer,649.99,623.99,623.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75367
21273,Minecraft 21273 Angriff des Ghast-Ballons,69.99,,69.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21273
