set_num,name,ebay_list_eur,ebay_coupon_eur,ebay_best_eur,ebay_sold,ebay_url
80051,Monkie Kid 80051 Mini-Mech,44.99,,44.99,8,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80051
75338,Star Wars 75338 Überfall auf Ferrix,89.99,,89.99,6,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75338
11512,LEGO® Botanicals 11512 Hängende Efeutute EXKLUSIV!,59.99,56.39,56.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11512
21369,LEGO® Ideas 21369 The X-Files EXKLUSIV!,199.99,191.99,191.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21369
75647,LEGO® One Piece 75647 Gum-Gum-Frucht NEU OVP EXKLUSIV!,64.99,62.39,62.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75647
75458,LEGO® Star Wars 75458 Helm AT-RT-Pilot des Restimperiums,64.99,,64.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75458
77984,LEGO® Jurassic World 77984 Jurassic Park Jeep Wrangler,195.0,192.0,192.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=77984
21591,LEGO® Minecraft 21591 Duell mit dem Krummen Wärter,49.99,47.99,47.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21591
75442,LEGO® Star Wars 75442 UCS The Mandalorian N-1 Starfighter,239.0,224.66,224.66,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75442
75459,LEGO® Star Wars 75459 Imperiales Shuttle der Lambda-Klasse,149.99,139.49,139.49,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75459
10366,LEGO® Icons 10366 Tropisches Aquarium EXKLUSIV!,439.0,403.88,403.88,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10366
75461,LEGO® Star Wars 75461 Große Darth-Vader-Minifigur EXKLUSIV!,95.0,87.4,87.4,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75461
11378,LEGO® Icons 11378 Douglas DC-3 PAN AM Passagierflugzeug,219.99,216.99,216.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11378
21359,LEGO® Ideas 21359 Die Italienische Riviera,269.99,253.79,253.79,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21359
11513,LEGO® Botanicals 11513 Dunkles Blumengesteck EXKLUSIV!,59.99,56.99,56.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11513
43306,LEGO® Disney 43306 Lotso EXKLUSIV!,44.99,41.84,41.84,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43306
31394,LEGO® Creator 31394 Niedliche Tiere: Roter Panda EXKLUSIV!,33.33,32.33,32.33,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=31394
77120,LEGO® Sonic 77120 Shadows Mech vs. G.U.N. Trooper EXKLUSIV!,49.99,48.49,48.49,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=77120
77985,LEGO Jurassic World 77985 Triceratops Dinosaurier Skelett,79.99,74.39,74.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=77985
71052,LEGO® Minifiguren 71052 Serie 29 - 36er Box NEU OVP!,109.0,103.55,103.55,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=71052
40690,LEGO® 40690 Hommage an die Bücher von Jules Verne EXKLUSIV!,45.0,42.3,42.3,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40690
42242,LEGO® Technic 42242 Mercedes-Benz Unimog U 5023 mit Kran,119.99,113.99,113.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42242
75460,LEGO® Star Wars 75460 Neuer Republikanischer X-Wing Starfighter,69.9,64.31,64.31,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75460
80112,LEGO® 80112 Glückverheißender Drache EXKLUSIV EOL,139.0,129.27,129.27,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80112
40920,LEGO® 40920 Bugs Bunny EXKLUSIV!,44.99,41.84,41.84,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40920
71837,LEGO® Ninjago 71837 NINJAGO City Werkstätten EXKLUSIV!,239.0,224.66,224.66,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=71837
31378,LEGO® Creator 31378 Weltraumteleskop EXKLUSIV!,37.0,35.89,35.89,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=31378
10354,LEGO® Icons 10354 Herr der Ringe: Das Auenland EXKLUSIV!,259.99,241.79,241.79,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10354
76478,LEGO Harry Potter 76478 Bücherstütze: Dumbledores Büro,119.99,112.79,112.79,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76478
40595,LEGO® Ideas 40595 Hommage an Galileo Galilei EXKLUSIV!,50.0,46.5,46.5,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40595
43025,LEGO® Editions 43025 Nike Air Max 95 EXKLUSIV!,104.99,96.59,96.59,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43025
10357,LEGO® Icons 10357 Shelby Cobra 427 S/C NEU OVP EXKLUSIV!,139.0,127.88,127.88,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10357
42241,LEGO® Technic 42241 Grüner Bugatti Chiron Pur Sport EXKLUSIV!,69.99,64.39,64.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42241
80121,LEGO® 80121 Altes Gasthaus EXKLUSIV!,115.0,108.1,108.1,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80121
77981,LEGO Jurassic World 77981 Rettungszentrum Junge Velociraptoren,45.0,43.2,43.2,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=77981
80120,LEGO® 80120 Karpfen Springt übers Drachentor EXKLUSIV!,55.0,51.7,51.7,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80120
40687,LEGO® 40687 Alien-Diner EXKLUSIV NEU OVP,18.5,17.76,17.76,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40687
43302,"LEGO® Disney 43302 Main Street, U.S.A. NEU EXKLUSIV!",349.99,,349.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43302
80011,LEGO 80011 Monkie Kid Red Son's Inferno Truck,130.0,122.2,122.2,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80011
60501,LEGO® City 60501 Lava Land-Achterbahnpark EXKLUSIV!,104.99,96.59,96.59,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60501
40695,LEGO® Harry Potter 40695 Borgin and Burkes: Floo Network,45.0,41.4,41.4,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40695
40586,LEGO® Icons 40586 Umzugswagen EXKLUSIV!,26.0,24.96,24.96,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40586
40864,LEGO® 40864 Glücksbringer EXKLUSIV!,34.99,33.59,33.59,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40864
40701,LEGO® 40701 Ballerina-Szene EXKLUSIV!,22.99,,22.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40701
40746,LEGO® 40746 Santa's Delivery Truck EXKLUSIV!,22.0,21.12,21.12,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40746
60508,LEGO® City 60508 Überfall auf den Polizeizug NEU OVP,150.0,,150.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60508
40913,LEGO® Icons 40913 Oldtimer-Parade EXKLUSIV!,24.99,23.99,23.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40913
42674,LEGO® Friends 42674 Comic- und Spieleladen,85.0,81.6,81.6,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42674
31216,LEGO® Art 31216 Keith Haring Tanzende Figuren NEU,99.0,93.06,93.06,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=31216
40673,LEGO® BrickHeadz 40673 Micky Maus im Frühlingsfestkostüm,10.5,10.08,10.08,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40673
40688,LEGO® 40688 Siegerpokal EXKLUSIV!,17.0,16.49,16.49,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40688
11503,LEGO® Botanicals 11503 Blumen an der Wand,88.0,85.36,85.36,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11503
40671,LEGO® BrickHeadz 40671 Groot im Topf NEU OVP EXKLUSIV!,17.0,16.49,16.49,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40671
21368,LEGO® Ideas 21368 Peanuts: Snoopys Hundehütte NEU OVP,69.99,,69.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21368
10356,LEGO® Icons 10356 Star Trek: U.S.S. Enterprise NCC-1701-D,369.99,347.79,347.79,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10356
40925,LEGO® BrickHeadz 40925 Alice im Wunderland EXKLUSIV!,44.99,,44.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40925
40685,LEGO® 40685 Erlebnisfreibad EXKLUSIV,19.99,19.19,19.19,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40685
40922,LEGO® BrickHeadz 40922 Lilo & Stitch: Angel NEU OVP,17.0,16.32,16.32,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40922
40373,LEGO® 40373 Jahrmarkt-Minifiguren-Zubehörset NEU OVP!,12.0,11.52,11.52,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40373
75419,LEGO® Star Wars 75419 Todesstern EXKLUSIV!,950.0,,950.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75419
60488,LEGO® City 60488 Pommes-Truck,19.99,19.19,19.19,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60488
40689,LEGO® 40689 Feuerwerk EXKLUSIV!,15.0,,15.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40689
42196,LEGO® Technic 42196 Lamborghini Huracán Tecnica Orange,55.0,49.5,49.5,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42196
40957,LEGO® 40957 Frühlingskranz NEU OVP EXKLUSIV!,45.0,43.2,43.2,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40957
40507,LEGO® 40507 I love Billund EXKLUSIV! NEU OVP!,159.99,,159.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40507
40680,LEGO® 40680 Blumenladen EXKLUSIV!,22.0,20.24,20.24,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40680
43020,LEGO® 43020 Offizieller Pokal FIFA Fußball-WM NEU OVP!,150.0,142.5,142.5,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43020
40802,LEGO® BrickHeadz 40802 Luna Lovegood & Thestral Figuren,24.99,24.24,24.24,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40802
40952,LEGO® Promotional 40952 LEGOLAND Castle EXKLUSIV!,69.99,63.69,63.69,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40952
40915,LEGO® 40915 Lion Dance EXKLUSIV!,28.0,26.88,26.88,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40915
40792,LEGO® BrickHeadz 40792 Dumbo NEU OVP,14.99,14.54,14.54,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40792
60511,LEGO® City 60511 Klassischer Dampfzug NEU OVP!,79.0,,79.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60511
40860,LEGO® BrickHeadz 40860 Toy Story EXKLUSIV,44.99,,44.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40860
40804,LEGO® BrickHeadz 40804 Bumblebee Mech & Fahrzeug,24.99,24.24,24.24,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40804
40760,LEGO® Fortnite 40760 Abenteuer-Schali und Kuschelbeauftragte,29.99,28.79,28.79,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40760
40646,LEGO® Icons 40646 Narzissen EOL!,17.5,16.98,16.98,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40646
40670,LEGO® BrickHeadz 40670 Iron Spider-Man NEU OVP,17.0,16.49,16.49,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40670
40683,LEGO® 40683 Blumenrankgitter NEU OVP EXKLUSIV!,19.99,19.19,19.19,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40683
40878,LEGO® BrickHeadz 40878 Teenage Mutant Ninja Turtles Figuren,44.0,,44.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40878
10466,LEGO® Duplo 10466 Zugfahrt mit Opa EXKLUSIV!,44.99,43.19,43.19,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10466
40521,LEGO® Promotional 40521 The Haunted Mansion Disney Parks,27.89,,27.89,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40521
60495,LEGO® City 60495 Recycling-LKW NEU OVP EXKLUSIV!,42.99,41.27,41.27,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60495
77093,LEGO® Gaming 77093 Ocarina of Time Das Letzte Gefecht,124.99,116.24,116.24,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=77093
75421,LEGO® Star Wars 75421 SMART Play: Darth Vaders TIE Fighter,69.99,64.39,64.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75421
40822,LEGO® 40822 Pickup mit Halloweenkürbis EXKLUSIV!,22.0,,22.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40822
76238,LEGO® Super Heroes 76238 Batman Maske TV-Klassiker NEU OVP,64.99,,64.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76238
40516,LEGO® 40516 Jeder ist besonders EXKLUSIV! EOL!,44.99,41.84,41.84,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40516
60470,LEGO® City 60470 Arktis-Polarexpress NEU OVP,164.99,,164.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60470
80119,LEGO® 80119 Leinwand mit Galoppierenden Pferden EXKLUSIV!,104.99,99.74,99.74,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80119
21360,LEGO® Ideas 21360 Willy Wonka und die Schokoladenfabrik EXKLUSIV!,209.0,194.37,194.37,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21360
43279,LEGO® Disney 43279 WALL-E und EVE NEU,59.0,56.05,56.05,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43279
76458,LEGO® Harry Potter 76458 Thestralfamilie EXKLUSIV,69.99,64.39,64.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76458
11376,LEGO® Icons 11376 Ford Model T NEU OVP EXKLUSIV!,115.0,109.25,109.25,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11376
43269,LEGO® Disney 43269 Welpe aus 101 Dalmatiner NEU OVP,119.99,113.99,113.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43269
75381,LEGO® Star Wars 75381 Droideka NEU OVP,59.99,55.79,55.79,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75381
43305,LEGO® Disney 43305 Ferkels Geburtstagsspaß EXKLUSIV!,44.99,43.19,43.19,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43305
10362,LEGO® Icons 10362 Französisches Café NEU OVP!,63.0,60.48,60.48,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10362
40891,LEGO® Promotional 40891 Stranger Things: WSQK Radio Station,99.99,91.99,91.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40891
75427,LEGO® Star Wars 75427 SMART Play: A-Wing und Duell im Thronsaal,159.99,153.59,153.59,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75427
40518,LEGO® Creator 40518 Hochgeschwindigkeitszug EXKLUSIV NEU OVP,34.99,32.89,32.89,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40518
10367,LEGO® Icons 10367 Herr der Ringe: Gandalf vs. Balrog,105.0,100.8,100.8,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10367
40879,LEGO® BrickHeadz 40879 Elfi Max Demogorgon Holly Figuren,44.99,,44.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40879
31171,LEGO® Creator 31171 Wilde Tiere: Prächtiges Nashorn mit Vögeln,64.99,,64.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=31171
76321,LEGO® Super Heroes 76321 Spider-Man vs. Doc Ock: Showdown U-Bahn,49.99,,49.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76321
40797,LEGO® BrickHeadz 40797 I-Aah,16.99,15.97,15.97,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40797
43232,LEGO® Disney 43232 Peter Pans & Wendys Flug über London NEU OVP,64.99,62.39,62.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43232
40658,LEGO® Star Wars 40658 Millennium Falcon Weihnachtsdiorama,34.99,33.59,33.59,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40658
40861,"LEGO® BrickHeadz 40861 Sulley, Mike und Boo Figuren EXKLUSIV!",29.99,,29.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40861
40803,LEGO® BrickHeadz 40803 Optimus Prime Mech & Fahrzeug,24.99,23.24,23.24,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40803
43019,LEGO® 43019 Fußball NEU OVP!,99.0,,99.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43019
43307,LEGO® Disney 43307 Alien mit Pizza Planet Raketenfahrt EXKLUSIV!,64.99,59.79,59.79,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43307
40923,"BrickHeadz 40923 Shrek, Donkey und Gingy",44.99,43.19,43.19,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40923
76450,Harry Potter 76450 Buchstütze: Hogwarts Express,79.99,76.79,76.79,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76450
40856,BrickHeadz 40856 The Mandalorian and Grogu,44.99,,44.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40856
75425,Star Wars 75425 SMART Play: Mos Eisley Cantina,79.99,73.59,73.59,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75425
40775,Promotional 40775 Mini-Ritterburg,26.0,24.96,24.96,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40775
40924,BrickHeadz 40924 Megatron,29.99,28.79,28.79,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40924
40776,Promotional 40776 Weihnachtsmarktstand,24.99,,24.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40776
80056,Monkie Kid 80056 Neunköpfige Bestie,84.99,,84.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80056
75389,Star Wars 75389 Dunkler Millennium Falke,159.0,152.64,152.64,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75389
40677,BrickHeadz 40677 Harry Potter Gefangene von Askaban,49.99,47.49,47.49,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40677
71866,Ninjago 71866 15-Jubiläum Ninja-Charaktere,39.99,37.19,37.19,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=71866
76317,Super Heroes 76317 Peter Parkers Wohnung,59.0,56.64,56.64,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76317
40748,BrickHeadz 40748 Batman 8-in-1,29.99,28.49,28.49,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40748
30434,Creator 30434 Aston Martin Valkyrie 30er BOX,115.0,110.4,110.4,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=30434
60500,City 60500 Der LEGO Lieferwagen,29.99,,29.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60500
21063,Architecture 21063 Schloss Neuschwanstein,233.99,224.63,224.63,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21063
75376,Star Wars 75376 Tantive IV,75.0,,75.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75376
42156,Technic 42156 PEUGEOT 9X8 Le Mans Hypercar,189.99,,189.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=42156
75426,Star Wars 75426 SMART Play: Millennium Falke,99.99,91.99,91.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75426
76330,Super Heroes 76330 Batman Logo,71.0,66.74,66.74,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76330
11372,Icons 11372 Herbstlicher Landhausgarten,109.99,,109.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11372
76976,Jurassic World 76976 Spinosaurier & Quetzalcoatlus,139.99,,139.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76976
10342,Icons 10342 Rosafarbener Blumenstrauß,59.99,57.59,57.59,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10342
21064,Architecture 21064 Paris - Stadt der Liebe,69.99,,69.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21064
30701,Icons 30701 Feldblumen 30er Box,99.99,,99.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=30701
76973,Jurassic World 76973 Raptor & Titanosaurus,89.99,86.39,86.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76973
72037,Super Mario 72037 Mario Kart: Mario & Standard-Kart,155.0,148.8,148.8,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=72037
40954,Creator 40954 Postkarte aus Deutschland,24.99,,24.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40954
43033,Editions 43033 Trikot US-Fußballnationalmannschaft 2026,29.99,27.59,27.59,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43033
60423,City 60423 Straßenbahn mit Haltestelle,75.0,,75.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60423
40765,Star Wars 40765 Ausbildungszentrum auf Kamino,45.0,,45.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40765
21281,Minecraft 21281 Geburtstagsfeier des Babyschweins EOL,39.99,38.39,38.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21281
40721,40721 Halloween-Scheune,19.99,,19.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40721
40426,Seasonal 40426 Türkranz / Adventskranz 2in1,54.99,53.34,53.34,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40426
40881,BrickHeadz 40881 Vorratslama und Fischstäbchen,29.99,27.59,27.59,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40881
75444,Star Wars 75444 Angriff des AT-RT,49.99,,49.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75444
40674,BrickHeadz 40674 Stitch,19.99,,19.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40674
75423,Star Wars 75423 SMART Play: Lukes Rot Fünf X-Wing,89.99,83.69,83.69,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75423
10353,Icons 10353 Williams Racing FW14B Nigel Mansell,79.99,,79.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10353
75382,Star Wars 75382 TIE-Abfangjäger,239.99,,239.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75382
11508,Icons 11508 Gänseblümchen,19.99,19.39,19.39,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11508
11504,Icons 11504 Friedenslilie,59.99,,59.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11504
5007905,5007905 Harry Potter Schlüsselleuchte,19.99,,19.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=5007905
21226,Art 21226 Gemeinsames Kunstprojekt,109.99,,109.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=21226
10280,Creator 10280 Blumenstrauß,50.0,,50.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10280
60469,City 60469 Hauptbahnhof,75.0,,75.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60469
60466,City 60466 Gelber Bulldozer,59.99,,59.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60466
30727,Star Wars 30727 TIE Advanced Mini 30er Box,119.7,,119.7,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=30727
80036,Monkie Kid 80036 Stadt der Laternen,160.0,,160.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80036
40487,Ideas 40487 Segelboot Abenteuer,39.99,,39.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40487
76304,Super Heroes 76304 Batman Forever Batmobil,89.99,,89.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76304
76975,Jurassic World 76975 Flucht vor dem T.Rex,49.99,,49.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=76975
31167,Creator 31167 Geisterhaus 3-in-1,80.0,,80.0,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=31167
80024,Monkie Kid 80024 Berg der Blumen und Früchte,289.99,,289.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=80024
40703,Ninjago Mikromodelle 40703 40704 40705 40706,129.99,,129.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40703
10343,Icons 10343 Mini-Orchidee,29.99,,29.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=10343
40814,40814 Schwebender Baby-Elefant,31.99,,31.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40814
75399,Star Wars 75399 Rebel U-Wing Starfighter,69.99,,69.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=75399
40678,40678 Feiertagskalender,29.99,,29.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40678
11502,Icons 11502 Sonnenblumen,59.99,,59.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=11502
43277,Disney 43277 Cruella de Vils Auto,49.99,,49.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=43277
60503,City 60503 Hubschrauber der Küstenwache,59.99,,59.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60503
60487,City 60487 Gelbes Taxi,19.99,,19.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=60487
40720,Disney 40720 Mini-Dornröschenschloss,44.99,,44.99,,https://www.ebay.de/sch/i.html?_ssn=knoppers55&_nkw=40720
